,id,left,top,right,bottom,CCTV수,교차로수,주차면수,N버스_노선개수,지하철역수,가게면적,음주사고수
43,5213,206558.2087,443481.686,206658.2087,443381.686,0.0,0.0,0,0,0,0.0,0
44,5202,206558.2087,444581.686,206658.2087,444481.686,0.0,0.0,0,0,0,0.0,0
45,5203,206558.2087,444481.686,206658.2087,444381.686,0.0,0.0,0,0,0,0.0,0
46,5200,206558.2087,444781.686,206658.2087,444681.686,0.0,0.0,0,0,0,0.0,0
47,5201,206558.2087,444681.686,206658.2087,444581.686,0.0,0.0,0,0,0,0.0,0
48,5206,206558.2087,444181.686,206658.2087,444081.686,1.0,0.0,0,0,0,0.0,0
49,5207,206558.2087,444081.686,206658.2087,443981.686,0.0,0.0,0,0,0,0.0,0
50,5204,206558.2087,444381.686,206658.2087,444281.686,1.0,0.0,0,0,0,0.0,0
51,5205,206558.2087,444281.686,206658.2087,444181.686,0.0,0.0,0,0,0,0.0,0
52,5130,206458.2087,442881.686,206558.2087,442781.686,0.0,0.0,0,0,0,0.0,0
53,5131,206458.2087,442781.686,206558.2087,442681.686,0.0,0.0,0,0,0,0.0,0
54,5128,206458.2087,443081.686,206558.2087,442981.686,0.0,0.0,0,0,0,0.0,0
55,5129,206458.2087,442981.686,206558.2087,442881.686,0.0,0.0,0,0,0,0.0,0
56,5134,206458.2087,442481.686,206558.2087,442381.686,0.0,0.0,0,0,0,0.0,0
57,5135,206458.2087,442381.686,206558.2087,442281.686,0.0,0.0,0,0,0,0.0,0
58,5132,206458.2087,442681.686,206558.2087,442581.686,0.0,0.0,0,0,0,0.0,0
59,5133,206458.2087,442581.686,206558.2087,442481.686,0.0,0.0,0,0,0,0.0,0
60,5122,206458.2087,443681.686,206558.2087,443581.686,1.0,0.0,0,0,0,0.0,0
61,5123,206458.2087,443581.686,206558.2087,443481.686,0.0,0.0,0,0,0,0.0,0
62,5120,206458.2087,443881.686,206558.2087,443781.686,1.0,0.0,0,0,0,0.0,0
63,5121,206458.2087,443781.686,206558.2087,443681.686,0.0,0.0,0,0,0,0.0,0
64,5126,206458.2087,443281.686,206558.2087,443181.686,1.0,0.0,0,0,0,0.0,0
65,5127,206458.2087,443181.686,206558.2087,443081.686,0.0,0.0,0,0,0,0.0,0
66,5124,206458.2087,443481.686,206558.2087,443381.686,0.0,0.0,0,0,0,0.0,0
67,5125,206458.2087,443381.686,206558.2087,443281.686,0.0,0.0,0,1,0,0.0,0
68,5144,206458.2087,441481.686,206558.2087,441381.686,0.0,0.0,0,0,0,0.0,0
69,5138,206458.2087,442081.686,206558.2087,441981.686,0.0,0.0,0,0,0,0.0,0
70,5139,206458.2087,441981.686,206558.2087,441881.686,0.0,0.0,0,0,0,0.0,0
71,5136,206458.2087,442281.686,206558.2087,442181.686,0.0,0.0,0,0,0,0.0,0
72,5137,206458.2087,442181.686,206558.2087,442081.686,0.0,0.0,0,0,0,0.0,0
73,5142,206458.2087,441681.686,206558.2087,441581.686,0.0,0.0,0,0,0,0.0,0
74,5143,206458.2087,441581.686,206558.2087,441481.686,0.0,0.0,0,0,0,0.0,0
75,5140,206458.2087,441881.686,206558.2087,441781.686,0.0,0.0,0,0,0,0.0,0
76,5141,206458.2087,441781.686,206558.2087,441681.686,0.0,0.0,0,0,0,0.0,0
77,5320,206658.2087,441681.686,206758.2087,441581.686,0.0,0.0,0,0,0,0.0,0
78,5321,206658.2087,441581.686,206758.2087,441481.686,0.0,0.0,0,0,0,0.0,0
79,5314,206658.2087,442281.686,206758.2087,442181.686,0.0,0.0,0,0,0,0.0,0
80,5315,206658.2087,442181.686,206758.2087,442081.686,0.0,0.0,0,0,0,0.0,0
81,5312,206658.2087,442481.686,206758.2087,442381.686,0.0,0.0,0,0,0,0.0,0
82,5313,206658.2087,442381.686,206758.2087,442281.686,0.0,0.0,0,0,0,0.0,0
83,5318,206658.2087,441881.686,206758.2087,441781.686,0.0,0.0,0,0,0,0.0,0
84,5319,206658.2087,441781.686,206758.2087,441681.686,0.0,0.0,0,0,0,0.0,0
85,5316,206658.2087,442081.686,206758.2087,441981.686,0.0,0.0,0,0,0,0.0,0
86,5317,206658.2087,441981.686,206758.2087,441881.686,0.0,0.0,0,0,0,0.0,0
87,5290,206658.2087,444681.686,206758.2087,444581.686,0.0,0.0,0,0,0,0.0,0
88,5291,206658.2087,444581.686,206758.2087,444481.686,0.0,0.0,0,0,0,0.0,0
89,5289,206658.2087,444781.686,206758.2087,444681.686,0.0,0.0,0,0,0,0.0,0
90,5294,206658.2087,444281.686,206758.2087,444181.686,0.0,0.0,0,0,0,0.0,0
91,5295,206658.2087,444181.686,206758.2087,444081.686,0.0,0.0,0,0,0,0.0,0
92,5292,206658.2087,444481.686,206758.2087,444381.686,0.0,0.0,0,0,0,0.0,0
93,5293,206658.2087,444381.686,206758.2087,444281.686,0.0,1.0,0,0,0,0.0,0
94,5306,206658.2087,443081.686,206758.2087,442981.686,0.0,0.0,0,0,0,0.0,0
95,5307,206658.2087,442981.686,206758.2087,442881.686,0.0,1.0,0,0,0,0.0,0
96,5304,206658.2087,443281.686,206758.2087,443181.686,0.0,0.0,0,0,0,202.5,0
97,5305,206658.2087,443181.686,206758.2087,443081.686,0.0,0.0,0,0,0,0.0,0
98,5310,206658.2087,442681.686,206758.2087,442581.686,0.0,0.0,0,0,0,0.0,0
99,5311,206658.2087,442581.686,206758.2087,442481.686,0.0,0.0,0,0,0,0.0,0
100,5308,206658.2087,442881.686,206758.2087,442781.686,0.0,0.0,0,0,0,0.0,0
101,5309,206658.2087,442781.686,206758.2087,442681.686,0.0,0.0,0,0,0,0.0,0
102,5298,206658.2087,443881.686,206758.2087,443781.686,0.0,0.0,0,0,0,0.0,0
103,5299,206658.2087,443781.686,206758.2087,443681.686,1.0,0.0,0,0,0,320.81,0
104,5296,206658.2087,444081.686,206758.2087,443981.686,1.0,0.0,0,0,0,0.0,0
105,5297,206658.2087,443981.686,206758.2087,443881.686,0.0,0.0,0,0,0,0.0,0
106,5302,206658.2087,443481.686,206758.2087,443381.686,0.0,0.0,0,0,0,0.0,0
107,5303,206658.2087,443381.686,206758.2087,443281.686,1.0,1.0,0,0,0,0.0,0
108,5300,206658.2087,443681.686,206758.2087,443581.686,0.0,1.0,0,0,0,0.0,0
109,5301,206658.2087,443581.686,206758.2087,443481.686,0.0,0.0,0,0,0,0.0,0
110,5482,206858.2087,443281.686,206958.2087,443181.686,0.0,0.0,0,0,0,0.0,0
111,5483,206858.2087,443181.686,206958.2087,443081.686,0.0,0.0,0,0,0,0.0,0
112,5480,206858.2087,443481.686,206958.2087,443381.686,0.0,0.0,0,0,0,0.0,0
113,5481,206858.2087,443381.686,206958.2087,443281.686,1.0,0.0,0,0,0,0.0,0
114,5486,206858.2087,442881.686,206958.2087,442781.686,0.0,0.0,0,0,0,0.0,0
115,5487,206858.2087,442781.686,206958.2087,442681.686,2.0,0.0,0,0,0,0.0,0
116,5484,206858.2087,443081.686,206958.2087,442981.686,0.0,0.0,0,0,0,0.0,0
117,5485,206858.2087,442981.686,206958.2087,442881.686,0.0,0.0,0,0,0,0.0,0
118,5474,206858.2087,444081.686,206958.2087,443981.686,3.0,0.0,0,0,0,0.0,0
119,5475,206858.2087,443981.686,206958.2087,443881.686,1.0,1.0,0,0,0,0.0,0
120,5472,206858.2087,444281.686,206958.2087,444181.686,0.0,0.0,0,0,0,0.0,0
121,5473,206858.2087,444181.686,206958.2087,444081.686,0.0,0.0,0,0,0,0.0,0
122,5478,206858.2087,443681.686,206958.2087,443581.686,0.0,0.0,0,0,0,23.85,0
123,5479,206858.2087,443581.686,206958.2087,443481.686,0.0,0.0,0,0,0,0.0,0
124,5476,206858.2087,443881.686,206958.2087,443781.686,0.0,0.0,0,0,0,935.35,0
125,5477,206858.2087,443781.686,206958.2087,443681.686,0.0,0.0,0,0,0,0.0,0
126,5496,206858.2087,441881.686,206958.2087,441781.686,0.0,0.0,0,0,0,0.0,0
